project_id,snapshot_date,queryid,dbid,userid,query,calls,total_exec_time_ms,mean_exec_time_ms,min_exec_time_ms,max_exec_time_ms,stddev_exec_time_ms,rows_returned,shared_blks_hit,shared_blks_read,shared_blks_dirtied,shared_blks_written,temp_blks_read,temp_blks_written
5,2026-03-22,-6034576449962464606,24576,10,SELECT $1 AS chart_name, pg_catalog.row_to_json(t) AS chart_data
FROM (SELECT
   (SELECT count(*) FROM pg_catalog.pg_stat_activity WHERE datname = (SELECT datname FROM pg_catalog.pg_database WHERE oid = $2)) AS "Total",
   (SELECT count(*) FROM pg_catalog.pg_stat_activity WHERE state = $3 AND datname = (SELECT datname FROM pg_catalog.pg_database WHERE oid = $4))  AS "Active",
   (SELECT count(*) FROM pg_catalog.pg_stat_activity WHERE state = $5 AND datname = (SELECT datname FROM pg_catalog.pg_da,37,20.1177,0.5437216216216215,0.36719999999999997,1.5747,0.24967213542600458,185,1037,0,0,0,0,0
5,2026-03-22,3173527918934669921,24576,10,INSERT INTO "public"."emotions" ("name","img_url","id_user","id_category") VALUES ($1,$2,$3,$4) RETURNING "public"."emotions"."id",1,11.725,11.725,11.725,11.725,,1,17,5,1,0,0,0
5,2026-03-22,8689403444707199389,24576,10,INSERT INTO "public"."favorites" ("id_emotion","id_user") VALUES ($1,$2) RETURNING "public"."favorites"."id_user", "public"."favorites"."id_emotion",1,4.2861,4.2861,4.2861,4.2861,,1,29,1,3,2,0,0
5,2026-03-22,-5614092587982107235,24576,10,SELECT "public"."emotions"."id", "public"."emotions"."name", "public"."emotions"."img_url", "public"."emotions"."id_user", "public"."emotions"."id_category" FROM "public"."emotions" WHERE ("public"."emotions"."id_user" IS NULL OR "public"."emotions"."id_user" = $1) OFFSET $2,1,3.3619000000000003,3.3619000000000003,3.3619000000000003,3.3619000000000003,,8,0,1,1,0,0,0
5,2026-03-22,7377175993558160701,24576,10,SELECT "public"."users"."id", "public"."users"."firebase_uid", "public"."users"."username", "public"."users"."email", "public"."users"."birth_day", "public"."users"."start_date", "public"."users"."id_forum" FROM "public"."users" WHERE ("public"."users"."firebase_uid" = $1 AND $4=$5) LIMIT $2 OFFSET $3,7,2.8457,0.4065285714285714,0.0479,2.3438,0.7930728748973572,7,12,2,1,0,0,0
5,2026-03-22,-3070486354183297480,24576,10,SELECT pg_stat_statements_reset(),1,1.2857,1.2857,1.2857,1.2857,,1,0,0,0,0,0,0
5,2026-03-22,-8544600213129019171,24576,10,SELECT "public"."categories"."id" FROM "public"."categories" WHERE ("public"."categories"."id" = $1 AND $3=$4) OFFSET $2,1,0.8727,0.8727,0.8727,0.8727,,1,0,2,1,0,0,0
5,2026-03-22,4507422639047979687,24576,10,SELECT "public"."users"."id" FROM "public"."users" WHERE ("public"."users"."id" = $1 AND $3=$4) OFFSET $2,1,0.5408000000000001,0.5408000000000001,0.5408000000000001,0.5408000000000001,,1,1,1,0,0,0,0
5,2026-03-22,-3688696628780506391,24576,10,SELECT $1,5,0.0765,0.015299999999999998,0.0083,0.0248,0.005559856113246096,5,0,0,0,0,0,0
5,2026-03-22,8235366619807688185,24576,10,SELECT "public"."emotions"."id", "public"."emotions"."name", "public"."emotions"."img_url", "public"."emotions"."id_user", "public"."emotions"."id_category" FROM "public"."emotions" WHERE ("public"."emotions"."id_user" IS NOT NULL AND "public"."emotions"."id_user" <> $1) OFFSET $2,1,0.0318,0.0318,0.0318,0.0318,,0,1,0,0,0,0,0
5,2026-03-22,1193054934706302619,24576,10,SELECT "public"."emotions"."id", "public"."emotions"."name", "public"."emotions"."img_url", "public"."emotions"."id_user", "public"."emotions"."id_category" FROM "public"."emotions" WHERE "public"."emotions"."id" = $1 LIMIT $2 OFFSET $3,1,0.027200000000000002,0.027200000000000002,0.027200000000000002,0.027200000000000002,,1,2,0,0,0,0,0
5,2026-03-22,4854991825702068830,24576,10,BEGIN,1,0.0069,0.0069,0.0069,0.0069,,0,0,0,0,0,0,0
5,2026-03-22,6097083398544187049,24576,10,COMMIT,1,0.0009,0.0009,0.0009,0.0009,,0,0,0,0,0,0,0
