project_id,snapshot_date,queryid,dbid,userid,query,calls,total_exec_time_ms,mean_exec_time_ms,min_exec_time_ms,max_exec_time_ms,stddev_exec_time_ms,rows_returned,shared_blks_hit,shared_blks_read,shared_blks_dirtied,shared_blks_written,temp_blks_read,temp_blks_written
5,2026-03-05,-4618616729688889985,58077,10,INSERT INTO "public"."users" ("firebase_uid","username","email","birth_day","start_date") VALUES ($1,$2,$3,$4,$5) RETURNING "public"."users"."id", "public"."users"."firebase_uid", "public"."users"."username", "public"."users"."email", "public"."users"."birth_day", "public"."users"."start_date", "public"."users"."id_forum",1,41.5755,41.5755,41.5755,41.5755,,1,18,2,5,0,0,0
5,2026-03-05,-6623442921912110171,58077,10,SELECT pg_stat_statements_reset(),1,21.8522,21.8522,21.8522,21.8522,,1,0,0,0,0,0,0
5,2026-03-05,-2278434350838766248,58077,10,SELECT "public"."users"."id", "public"."users"."firebase_uid", "public"."users"."username", "public"."users"."email", "public"."users"."birth_day", "public"."users"."start_date", "public"."users"."id_forum" FROM "public"."users" WHERE ("public"."users"."firebase_uid" = $1 AND $4=$5) LIMIT $2 OFFSET $3,5,2.1247,0.42494,0.039700000000000006,1.7921,0.6841944916469294,2,7,0,0,0,0,0
5,2026-03-05,1074137440719290444,58077,10,SELECT oid, pg_catalog.format_type(oid, $2) AS typname FROM pg_catalog.pg_type WHERE oid = ANY($1) ORDER BY oid,1,0.4271,0.4271,0.4271,0.4271,,1,3,0,0,0,0,0
5,2026-03-05,2800308901962295548,58077,10,SELECT $1,3,0.0712,0.023733333333333335,0.0135,0.037,0.009830677607480688,3,0,0,0,0,0,0
